area_id,week,date,score,band,data_confidence,drivers_up,drivers_down,farmer_reports,vet_reports,inbound_animals,inbound_change_pct,inbound_from_outbreak_areas_2w,vacc_coverage,rain_mm,confirmed_outbreak,target
A07,122,2025-05-05,61.0,Elevated,Adequate,2 farmer symptom reports in the last 2 weeks | 3 confirmed outbreaks in nearby sub-counties (last 4 weeks) | no outbreak declared here in the last 8 weeks | symptom reports at or below normal,seasonal timing | 0 farmer symptom reports this week,0.0,0.0,76.0,87.82608695652175,0.0,0.1199372025233743,53.9454070849119,0.0,0
A07,123,2025-05-12,19.0,Low,Adequate,1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | seasonal timing | no outbreak declared here in the last 8 weeks | 1 farmer symptom reports this week,19 cattle arrived from areas with recent outbreaks | drier than normal conditions,1.0,0.0,56.0,22.921914357682617,19.0,0.1199372025233743,24.44751257136233,0.0,0
A07,124,2025-05-19,18.0,Low,Adequate,2 farmer symptom reports in the last 2 weeks | no outbreak declared here in the last 8 weeks | seasonal timing | 1 farmer symptom reports this week,seasonal timing | drier than normal conditions,1.0,0.0,59.0,17.972350230414747,19.0,0.4517833336255077,9.8402683744696,0.0,0
A07,125,2025-05-26,23.0,Low,Adequate,1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | no outbreak declared here in the last 8 weeks | seasonal timing | symptom reports at or below normal,seasonal timing | drier than normal conditions,0.0,0.0,67.0,19.00826446280992,0.0,0.7176181530026262,14.038683794399915,0.0,0
A07,126,2025-06-02,17.0,Low,Adequate,seasonal timing | 1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | no outbreak declared here in the last 8 weeks | 44 cattle arrived from other sub-counties,0 farmer symptom reports in the last 2 weeks | 10 cattle arrived from areas with recent outbreaks,0.0,0.0,83.0,30.37037037037037,10.0,0.7068538807075868,14.436071608667774,0.0,0
A07,127,2025-06-09,11.0,Low,Adequate,seasonal timing | 1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | no outbreak declared here in the last 8 weeks | vaccination coverage about 70%,0 farmer symptom reports in the last 2 weeks | 10 cattle arrived from areas with recent outbreaks,0.0,0.0,5.0,-85.9402460456942,10.0,0.696251072496973,5.604278533164994,0.0,0
A07,128,2025-06-16,8.0,Low,Adequate,seasonal timing | 1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | no outbreak declared here in the last 8 weeks | vaccination coverage about 69%,11 cattle arrived from areas with recent outbreaks | 0 farmer symptom reports in the last 2 weeks,0.0,0.0,66.0,15.682281059063136,11.0,0.6858073064095185,5.519570280171506,0.0,0
A07,129,2025-06-23,6.0,Low,Adequate,seasonal timing | no outbreak declared here in the last 8 weeks | cattle arrivals +27% compared with recent weeks | 75 cattle recorded arriving this week,0 farmer symptom reports in the last 2 weeks | 14 cattle arrived from areas with recent outbreaks,0.0,0.0,75.0,27.236580516898606,14.0,0.6755201968133757,3.643247273507168,0.0,0
A07,130,2025-06-30,50.0,Elevated,Adequate,vaccination coverage about 67% | 1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | no outbreak declared here in the last 8 weeks | 1 farmer symptom reports this week,symptom reports at or below normal | 3 cattle arrived from areas with recent outbreaks,1.0,0.0,38.0,-34.72485768500949,3.0,0.6653873938611751,6.666765475332388,0.0,0
A07,131,2025-07-07,45.0,Elevated,Adequate,vaccination coverage about 66% | seasonal timing | 1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | no outbreak declared here in the last 8 weeks,18 cattle arrived from areas with recent outbreaks | 18 cattle arrived from other sub-counties,0.0,0.0,18.0,-62.372188139059304,18.0,0.6554065829532575,4.642358811018434,0.0,0
A07,132,2025-07-14,57.0,Elevated,Adequate,vaccination coverage about 65% | seasonal timing | no outbreak declared here in the last 8 weeks | 1 confirmed outbreaks in nearby sub-counties (last 4 weeks),18 cattle arrived from areas with recent outbreaks | 12 cattle arrived from other sub-counties,1.0,0.0,12.0,-69.84478935698448,18.0,0.6455754842089586,4.258966145691411,0.0,0
A07,133,2025-07-21,55.0,Elevated,Adequate,1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | seasonal timing | no outbreak declared here in the last 8 weeks | drier than normal conditions,8 weeks since last vaccination campaign | 0 farmer symptom reports this week,0.0,0.0,8.0,-74.25742574257426,0.0,0.6358918519458242,4.114864097165463,0.0,0
A07,134,2025-07-28,42.0,Elevated,Adequate,seasonal timing | 1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | no outbreak declared here in the last 8 weeks | 0 cattle arrived from areas with recent outbreaks,0 farmer symptom reports in the last 2 weeks | symptom reports at or below normal,0.0,0.0,0.0,-88.40579710144928,0.0,0.6263534741666368,3.240560550363904,0.0,0
A07,135,2025-08-04,20.0,Low,Adequate,no outbreak declared here in the last 8 weeks | 1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | 1 farmer symptom reports this week | seasonal timing,19 cattle arrived from areas with recent outbreaks | drier than normal conditions,1.0,0.0,62.0,104.58015267175573,19.0,0.6169581720541372,3.5272311011871675,0.0,0
A07,136,2025-08-11,27.0,Low,Adequate,1 vet-reported suspected cases in the last 2 weeks | seasonal timing | no outbreak declared here in the last 8 weeks | 1 confirmed outbreaks in nearby sub-counties (last 4 weeks),19 cattle arrived from areas with recent outbreaks | drier than normal conditions,0.0,1.0,62.0,68.02507836990596,19.0,0.6077037994733251,2.209066054849321,0.0,0
A07,137,2025-08-18,78.0,High,Adequate,1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | no outbreak declared here in the last 8 weeks | seasonal timing | 1 vet-reported suspected cases in the last 2 weeks,drier than normal conditions | 5 cattle arrived from other sub-counties,1.0,0.0,29.0,-13.65079365079365,0.0,0.5985882424812252,1.6199159041712887,0.0,0
A07,138,2025-08-25,20.0,Low,Adequate,47 cattle arrived from other sub-counties | seasonal timing | no outbreak declared here in the last 8 weeks | vaccination coverage about 59%,0 confirmed outbreaks in nearby sub-counties (last 4 weeks) | 8 cattle arrived from areas with recent outbreaks,0.0,0.0,51.0,66.54275092936803,8.0,0.5896094188440069,3.990150677794477,0.0,0
A07,139,2025-09-01,8.0,Low,Adequate,seasonal timing | vaccination coverage about 58% | no outbreak declared here in the last 8 weeks | 48 cattle recorded arriving this week,0 farmer symptom reports in the last 2 weeks | 0 confirmed outbreaks in nearby sub-counties (last 4 weeks),0.0,0.0,48.0,50.35460992907801,8.0,0.5807652775613468,4.92341425751326,0.0,0
A07,140,2025-09-08,75.0,High,Adequate,2 farmer symptom reports in the last 2 weeks | seasonal timing | no outbreak declared here in the last 8 weeks | 2 farmer symptom reports this week,0 confirmed outbreaks in nearby sub-counties (last 4 weeks) | vaccination coverage about 85%,2.0,0.0,44.0,25.64102564102564,0.0,0.85,8.415046151729767,0.0,0
A07,141,2025-09-15,70.0,High,Adequate,2 farmer symptom reports in the last 2 weeks | seasonal timing | no outbreak declared here in the last 8 weeks | 28 cattle arrived from other sub-counties,0 confirmed outbreaks in nearby sub-counties (last 4 weeks) | vaccination coverage about 84%,0.0,0.0,39.0,2.3255813953488373,0.0,0.8372499999999999,12.77385529586157,0.0,0
A07,142,2025-09-22,25.0,Low,Adequate,seasonal timing | 26 cattle arrived from other sub-counties | no outbreak declared here in the last 8 weeks | 0 cattle arrived from areas with recent outbreaks,0 farmer symptom reports in the last 2 weeks | 0 confirmed outbreaks in nearby sub-counties (last 4 weeks),0.0,0.0,43.0,2.4,0.0,0.8246912499999999,17.635925038044263,0.0,0
A07,143,2025-09-29,6.0,Low,Adequate,seasonal timing | no outbreak declared here in the last 8 weeks | 70 cattle arrived from other sub-counties | 0 cattle arrived from areas with recent outbreaks,0 farmer symptom reports in the last 2 weeks | drier than normal conditions,0.0,0.0,92.0,85.64593301435407,0.0,0.8123208812499999,9.87984598615365,0.0,0
A07,144,2025-10-06,7.0,Low,Adequate,seasonal timing | no outbreak declared here in the last 8 weeks | 38 cattle recorded arriving this week | 0 cattle arrived from areas with recent outbreaks,0 farmer symptom reports in the last 2 weeks | drier than normal conditions,0.0,0.0,38.0,-23.214285714285715,0.0,0.8001360680312499,16.507290271729463,0.0,0
A07,145,2025-10-13,2.0,Low,Adequate,seasonal timing | no outbreak declared here in the last 8 weeks | 5 weeks since last vaccination campaign | cattle arrivals -43% compared with recent weeks,0 farmer symptom reports in the last 2 weeks | drier than normal conditions,0.0,0.0,25.0,-43.39622641509434,6.0,0.7881340270107812,27.988044404758675,0.0,0
A07,146,2025-10-20,7.0,Low,Adequate,seasonal timing | 23 cattle arrived from other sub-counties | no outbreak declared here in the last 8 weeks | wetter than normal conditions,0 farmer symptom reports in the last 2 weeks | seasonal timing,0.0,0.0,43.0,-8.571428571428571,6.0,0.7763120166056194,68.34777451191405,0.0,0
A07,147,2025-10-27,5.0,Low,Adequate,seasonal timing | no outbreak declared here in the last 8 weeks | 43 cattle arrived from other sub-counties | 0 cattle arrived from areas with recent outbreaks,0 farmer symptom reports in the last 2 weeks | seasonal timing,0.0,0.0,43.0,-6.796116504854369,0.0,0.7646673363565352,52.63322545923483,0.0,0
A07,148,2025-11-03,3.0,Low,Adequate,no outbreak declared here in the last 8 weeks | 25 cattle arrived from other sub-counties | seasonal timing | 0 cattle arrived from areas with recent outbreaks,0 farmer symptom reports in the last 2 weeks | seasonal timing,0.0,0.0,45.0,-1.71990171990172,0.0,0.7531973263111871,48.0878283405279,0.0,0
A07,149,2025-11-10,2.0,Low,Adequate,seasonal timing | no outbreak declared here in the last 8 weeks | 0 cattle arrived from areas with recent outbreaks | 42 cattle arrived from other sub-counties,0 farmer symptom reports in the last 2 weeks | seasonal timing,0.0,0.0,42.0,-7.8431372549019605,0.0,0.7418993664165192,27.373819866401508,0.0,0
A07,150,2025-11-17,2.0,Low,Adequate,seasonal timing | no outbreak declared here in the last 8 weeks | 0 cattle arrived from areas with recent outbreaks | cattle arrivals -30% compared with recent weeks,0 farmer symptom reports in the last 2 weeks | seasonal timing,0.0,0.0,31.0,-29.927007299270077,0.0,0.7307708759202715,20.683214845635707,0.0,0
A07,151,2025-11-24,6.0,Low,Adequate,seasonal timing | no outbreak declared here in the last 8 weeks | 28 cattle arrived from other sub-counties | 11 weeks since last vaccination campaign,0 farmer symptom reports in the last 2 weeks | 0 confirmed outbreaks in nearby sub-counties (last 4 weeks),0.0,0.0,28.0,-33.83458646616541,0.0,0.7198093127814674,31.18004131891634,0.0,0
A07,152,2025-12-01,2.0,Low,Adequate,seasonal timing | no outbreak declared here in the last 8 weeks | 12 weeks since last vaccination campaign | 0 cattle arrived from areas with recent outbreaks,0 farmer symptom reports in the last 2 weeks | drier than normal conditions,0.0,0.0,24.0,-30.74626865671642,0.0,0.7090121730897454,12.703320752447189,0.0,0
A07,153,2025-12-08,3.0,Low,Adequate,seasonal timing | no outbreak declared here in the last 8 weeks | 58 cattle arrived from other sub-counties | 0 cattle arrived from areas with recent outbreaks,0 farmer symptom reports in the last 2 weeks | drier than normal conditions,0.0,0.0,76.0,101.86915887850468,0.0,0.6983769904933992,12.888719162194516,0.0,0
A08,104,2024-12-30,9.0,Low,Adequate,no outbreak declared here in the last 8 weeks | symptom reports at or below normal | wetter than normal conditions | 0 cattle arrived from areas with recent outbreaks,0 confirmed outbreaks in nearby sub-counties (last 4 weeks) | vaccination coverage about 13%,0.0,0.0,20.0,8.695652173913043,0.0,0.1287756294314808,6.5719147708483865,0.0,0
A08,105,2025-01-06,14.0,Low,Adequate,no outbreak declared here in the last 8 weeks | 1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | 1 farmer symptom reports this week | 44 cattle arrived from other sub-counties,24 cattle arrived from areas with recent outbreaks | seasonal timing,1.0,0.0,48.0,127.95698924731182,24.0,0.1287756294314808,2.9979546848574152,0.0,0
A08,106,2025-01-13,12.0,Low,Adequate,no outbreak declared here in the last 8 weeks | 1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | wetter than normal conditions | symptom reports at or below normal,35 cattle arrived from areas with recent outbreaks | seasonal timing,0.0,0.0,11.0,-40.74074074074074,35.0,0.1287756294314808,6.401059557995716,0.0,0
A08,107,2025-01-20,6.0,Low,Adequate,1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | cattle arrivals -81% compared with recent weeks | no outbreak declared here in the last 8 weeks | symptom reports at or below normal,0 farmer symptom reports in the last 2 weeks | 11 cattle arrived from areas with recent outbreaks,0.0,0.0,0.0,-80.67632850241546,11.0,0.1287756294314808,2.623216006381752,0.0,0
A08,108,2025-01-27,41.0,Elevated,Adequate,1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | no outbreak declared here in the last 8 weeks | 1 farmer symptom reports this week | symptom reports well above this area's normal level,seasonal timing | drier than normal conditions,1.0,0.0,13.0,-30.434782608695656,0.0,0.1287756294314808,4.252517889969145,0.0,0
A08,109,2025-02-03,13.0,Low,Adequate,2 farmer symptom reports in the last 2 weeks | no outbreak declared here in the last 8 weeks | 1 farmer symptom reports this week | symptom reports well above this area's normal level,seasonal timing | 0 confirmed outbreaks in nearby sub-counties (last 4 weeks),1.0,0.0,41.0,91.66666666666666,0.0,0.1287756294314808,4.583453557258778,0.0,0
A08,110,2025-02-10,38.0,Low,Adequate,2 farmer symptom reports in the last 2 weeks | no outbreak declared here in the last 8 weeks | 1 vet-reported suspected cases in the last 2 weeks | 1 suspected cases reported by vets this week,0 confirmed outbreaks in nearby sub-counties (last 4 weeks) | seasonal timing,1.0,1.0,24.0,11.004784688995215,0.0,0.1287756294314808,5.668493285056928,0.0,0
A08,111,2025-02-17,24.0,Low,Adequate,2 farmer symptom reports in the last 2 weeks | no outbreak declared here in the last 8 weeks | 1 vet-reported suspected cases in the last 2 weeks | 1 farmer symptom reports this week,0 confirmed outbreaks in nearby sub-counties (last 4 weeks) | seasonal timing,1.0,0.0,14.0,-29.629629629629626,0.0,0.1287756294314808,7.560577893059447,0.0,1
A08,112,2025-02-24,42.0,Elevated,Adequate,3 farmer symptom reports in the last 2 weeks | symptom reports well above this area's normal level | no outbreak declared here in the last 8 weeks | 2 farmer symptom reports this week,0 confirmed outbreaks in nearby sub-counties (last 4 weeks) | seasonal timing,2.0,0.0,12.0,-35.54502369668246,0.0,0.1287756294314808,11.28088046772714,0.0,1
A08,113,2025-03-03,85.0,High,Adequate,5 farmer symptom reports in the last 2 weeks | no outbreak declared here in the last 8 weeks | 3 farmer symptom reports this week | symptom reports well above this area's normal level,drier than normal conditions | seasonal timing,3.0,1.0,16.0,-17.24137931034483,16.0,0.1287756294314808,20.17829159203387,1.0,0
A08,114,2025-03-10,18.0,Low,Adequate,5 farmer symptom reports in the last 2 weeks | 2 vet-reported suspected cases in the last 2 weeks | 2 farmer symptom reports this week | wetter than normal conditions,outbreak declared here in the last 8 weeks | cattle arrivals +111% compared with recent weeks,2.0,1.0,40.0,110.5263157894737,16.0,0.1287756294314808,32.715766732069845,0.0,0
A08,115,2025-03-17,40.0,Elevated,Adequate,5 farmer symptom reports in the last 2 weeks | 2 vet-reported suspected cases in the last 2 weeks | 3 farmer symptom reports this week | symptom reports well above this area's normal level,outbreak declared here in the last 8 weeks | seasonal timing,3.0,1.0,12.0,-32.0,0.0,0.1287756294314808,26.10863167955805,0.0,0
A08,116,2025-03-24,36.0,Low,Adequate,5 farmer symptom reports in the last 2 weeks | 2 vet-reported suspected cases in the last 2 weeks | 2 farmer symptom reports this week | 1 confirmed outbreaks in nearby sub-counties (last 4 weeks),outbreak declared here in the last 8 weeks | vaccination coverage about 13%,2.0,1.0,28.0,24.528301886792452,0.0,0.1287756294314808,42.75650853300355,0.0,0
A08,117,2025-03-31,22.0,Low,Adequate,2 vet-reported suspected cases in the last 2 weeks | 3 confirmed outbreaks in nearby sub-counties (last 4 weeks) | 3 farmer symptom reports in the last 2 weeks | 1 farmer symptom reports this week,outbreak declared here in the last 8 weeks | symptom reports at or below normal,1.0,1.0,38.0,51.541850220264315,0.0,0.1287756294314808,29.240783757626936,0.0,0
A08,118,2025-04-07,19.0,Low,Adequate,4 confirmed outbreaks in nearby sub-counties (last 4 weeks) | 2 farmer symptom reports in the last 2 weeks | 1 vet-reported suspected cases in the last 2 weeks | 1 farmer symptom reports this week,outbreak declared here in the last 8 weeks | vaccination coverage about 13%,1.0,0.0,0.0,-82.14285714285714,0.0,0.1287756294314808,53.56840054702577,0.0,0
A08,119,2025-04-14,41.0,Elevated,Adequate,6 confirmed outbreaks in nearby sub-counties (last 4 weeks) | 8 farmer symptom reports in the last 2 weeks | 2 vet-reported suspected cases in the last 2 weeks | symptom reports well above this area's normal level,outbreak declared here in the last 8 weeks | vaccination coverage about 13%,7.0,2.0,0.0,-80.0,0.0,0.1287756294314808,32.35948963095346,0.0,0
A08,120,2025-04-21,13.0,Low,Adequate,3 vet-reported suspected cases in the last 2 weeks | 7 confirmed outbreaks in nearby sub-counties (last 4 weeks) | symptom reports well above this area's normal level | 8 farmer symptom reports this week,outbreak declared here in the last 8 weeks | drier than normal conditions,8.0,1.0,37.0,80.64516129032258,37.0,0.1287756294314808,60.01568359843677,0.0,0
A08,121,2025-04-28,9.0,Low,Adequate,3 vet-reported suspected cases in the last 2 weeks | 4 confirmed outbreaks in nearby sub-counties (last 4 weeks) | 8 farmer symptom reports this week | symptom reports well above this area's normal level,outbreak declared here in the last 8 weeks | 16 farmer symptom reports in the last 2 weeks,8.0,2.0,39.0,66.82464454976304,37.0,0.1287756294314808,81.03710831419839,0.0,0
A08,122,2025-05-05,95.0,High,Adequate,14 farmer symptom reports in the last 2 weeks | no outbreak declared here in the last 8 weeks | 3 vet-reported suspected cases in the last 2 weeks | 3 confirmed outbreaks in nearby sub-counties (last 4 weeks),vaccination coverage about 13% | drier than normal conditions,6.0,1.0,20.0,-14.529914529914532,0.0,0.1287756294314808,30.79743613461616,0.0,0
A08,123,2025-05-12,83.0,High,Adequate,12 farmer symptom reports in the last 2 weeks | no outbreak declared here in the last 8 weeks | 2 vet-reported suspected cases in the last 2 weeks | 6 farmer symptom reports this week,0 cattle recorded arriving this week | vaccination coverage about 13%,6.0,1.0,0.0,-81.30841121495327,0.0,0.1287756294314808,12.129777006550851,0.0,1
A08,124,2025-05-19,76.0,High,Adequate,9 farmer symptom reports in the last 2 weeks | 3 farmer symptom reports this week | no outbreak declared here in the last 8 weeks | 1 vet-reported suspected cases in the last 2 weeks,0 confirmed outbreaks in nearby sub-counties (last 4 weeks) | symptom reports at or below normal,3.0,0.0,35.0,58.415841584158414,0.0,0.5071164485210226,16.67355473649109,0.0,1
A08,125,2025-05-26,47.0,Elevated,Adequate,5 farmer symptom reports in the last 2 weeks | no outbreak declared here in the last 8 weeks | 2 farmer symptom reports this week | wetter than normal conditions,seasonal timing | 0 confirmed outbreaks in nearby sub-counties (last 4 weeks),2.0,0.0,34.0,49.282296650717704,0.0,0.85,23.08026886692545,1.0,0
A08,126,2025-06-02,40.0,Elevated,Adequate,symptom reports at or below normal | 2 farmer symptom reports in the last 2 weeks | cattle arrivals -80% compared with recent weeks | seasonal timing,outbreak declared here in the last 8 weeks | 0 confirmed outbreaks in nearby sub-counties (last 4 weeks),0.0,0.0,0.0,-80.48780487804879,0.0,0.8372499999999999,13.18657707761468,0.0,0
A08,127,2025-06-09,2.0,Low,Adequate,seasonal timing | 1 farmer symptom reports this week | 35 cattle recorded arriving this week,outbreak declared here in the last 8 weeks | 13 cattle arrived from areas with recent outbreaks,1.0,0.0,35.0,56.09756097560976,13.0,0.8246912499999999,8.585547167645633,0.0,0
A08,128,2025-06-16,2.0,Low,Adequate,seasonal timing | symptom reports at or below normal | 48 cattle recorded arriving this week | drier than normal conditions,outbreak declared here in the last 8 weeks | cattle arrivals +77% compared with recent weeks,0.0,0.0,48.0,76.66666666666667,13.0,0.8123208812499999,8.356686666007805,0.0,0
A08,129,2025-06-23,7.0,Low,Adequate,seasonal timing | vaccination coverage about 80% | 1 farmer symptom reports this week | cattle arrivals -36% compared with recent weeks,outbreak declared here in the last 8 weeks | 0 confirmed outbreaks in nearby sub-counties (last 4 weeks),1.0,0.0,15.0,-36.254980079681275,0.0,0.8001360680312499,5.498929878987148,0.0,0
A08,130,2025-06-30,5.0,Low,Adequate,drier than normal conditions | symptom reports at or below normal | seasonal timing | cattle arrivals -44% compared with recent weeks,outbreak declared here in the last 8 weeks | 0 confirmed outbreaks in nearby sub-counties (last 4 weeks),0.0,0.0,11.0,-43.61233480176212,0.0,0.7881340270107812,6.035317020776216,0.0,0
A08,131,2025-07-07,5.0,Low,Adequate,seasonal timing | drier than normal conditions | cattle arrivals -49% compared with recent weeks | symptom reports at or below normal,outbreak declared here in the last 8 weeks | 0 farmer symptom reports in the last 2 weeks,0.0,0.0,9.0,-48.62385321100918,0.0,0.7763120166056194,4.926904660421084,0.0,0
A08,132,2025-07-14,8.0,Low,Adequate,seasonal timing | 24 cattle arrived from other sub-counties | 24 cattle recorded arriving this week | 0 cattle arrived from areas with recent outbreaks,outbreak declared here in the last 8 weeks | 0 farmer symptom reports in the last 2 weeks,0.0,0.0,24.0,2.2026431718061676,0.0,0.7646673363565352,5.775254838166557,0.0,0
A08,133,2025-07-21,4.0,Low,Adequate,seasonal timing | 52 cattle recorded arriving this week | 0 cattle arrived from areas with recent outbreaks | no major market,outbreak declared here in the last 8 weeks | 0 confirmed outbreaks in nearby sub-counties (last 4 weeks),0.0,0.0,52.0,111.11111111111111,0.0,0.7531973263111871,3.7532569279166106,0.0,0
A08,134,2025-07-28,48.0,Elevated,Adequate,1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | seasonal timing | no outbreak declared here in the last 8 weeks | drier than normal conditions,0 farmer symptom reports in the last 2 weeks | 9 weeks since last vaccination campaign,0.0,0.0,19.0,-17.94871794871795,0.0,0.7418993664165192,4.506966690774679,0.0,0
A08,135,2025-08-04,50.0,Elevated,Adequate,1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | no outbreak declared here in the last 8 weeks | drier than normal conditions | 1 farmer symptom reports this week,symptom reports at or below normal | 0 vet-reported suspected cases in the last 2 weeks,1.0,0.0,0.0,-84.18972332015811,0.0,0.7307708759202715,2.956109359245202,0.0,0
A08,136,2025-08-11,49.0,Elevated,Adequate,1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | seasonal timing | no outbreak declared here in the last 8 weeks | 0 cattle arrived from areas with recent outbreaks,31 cattle recorded arriving this week | 0 farmer symptom reports this week,0.0,0.0,31.0,32.11009174311927,0.0,0.7198093127814674,2.709795432104971,0.0,0
A08,137,2025-08-18,41.0,Elevated,Adequate,1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | seasonal timing | no outbreak declared here in the last 8 weeks | 12 weeks since last vaccination campaign,0 farmer symptom reports in the last 2 weeks | 0 farmer symptom reports this week,0.0,0.0,10.0,-40.298507462686565,0.0,0.7090121730897454,6.328084625767166,0.0,0
A08,138,2025-08-25,10.0,Low,Adequate,seasonal timing | no outbreak declared here in the last 8 weeks | 13 weeks since last vaccination campaign | 0 cattle arrived from areas with recent outbreaks,0 farmer symptom reports in the last 2 weeks | 0 confirmed outbreaks in nearby sub-counties (last 4 weeks),0.0,0.0,10.0,-38.775510204081634,0.0,0.6983769904933992,4.083572569842256,0.0,0
A08,139,2025-09-01,6.0,Low,Adequate,seasonal timing | no outbreak declared here in the last 8 weeks | 0 cattle arrived from areas with recent outbreaks | 14 weeks since last vaccination campaign,0 farmer symptom reports in the last 2 weeks | 0 confirmed outbreaks in nearby sub-counties (last 4 weeks),0.0,0.0,52.0,133.84615384615384,0.0,0.6879013356359982,5.825902091556708,0.0,0
A08,140,2025-09-08,17.0,Low,Adequate,seasonal timing | no outbreak declared here in the last 8 weeks | 0 cattle arrived from areas with recent outbreaks | 0 weeks since last vaccination campaign,0 farmer symptom reports in the last 2 weeks | 0 confirmed outbreaks in nearby sub-counties (last 4 weeks),0.0,0.0,24.0,-2.5210084033613445,0.0,0.85,5.755107481434611,0.0,0
A08,141,2025-09-15,22.0,Low,Adequate,seasonal timing | drier than normal conditions | no outbreak declared here in the last 8 weeks | 0 cattle arrived from areas with recent outbreaks,0 farmer symptom reports in the last 2 weeks | 0 confirmed outbreaks in nearby sub-counties (last 4 weeks),0.0,0.0,25.0,0.8403361344537815,0.0,0.8372499999999999,6.002358729765407,0.0,0
A08,142,2025-09-22,8.0,Low,Adequate,seasonal timing | 23 cattle arrived from other sub-counties | no outbreak declared here in the last 8 weeks | drier than normal conditions,0 farmer symptom reports in the last 2 weeks | 23 cattle arrived from areas with recent outbreaks,0.0,0.0,23.0,6.161137440758294,23.0,0.8246912499999999,10.219345683990197,0.0,0
A08,143,2025-09-29,7.0,Low,Adequate,seasonal timing | 31 cattle arrived from other sub-counties | no outbreak declared here in the last 8 weeks | wetter than normal conditions,0 farmer symptom reports in the last 2 weeks | 23 cattle arrived from areas with recent outbreaks,0.0,0.0,46.0,89.76744186046511,23.0,0.8123208812499999,23.15945422618641,0.0,0
A08,144,2025-10-06,10.0,Low,Adequate,seasonal timing | drier than normal conditions | no outbreak declared here in the last 8 weeks | 4 weeks since last vaccination campaign,0 farmer symptom reports in the last 2 weeks | 0 confirmed outbreaks in nearby sub-counties (last 4 weeks),0.0,0.0,40.0,37.93103448275862,0.0,0.8001360680312499,22.678762326008293,0.0,0
A08,145,2025-10-13,22.0,Low,Adequate,seasonal timing | 1 farmer symptom reports this week | no outbreak declared here in the last 8 weeks | 26 cattle arrived from other sub-counties,seasonal timing | drier than normal conditions,1.0,0.0,54.0,74.81481481481481,0.0,0.7881340270107812,12.99604166752475,0.0,0
A08,146,2025-10-20,6.0,Low,Adequate,seasonal timing | no outbreak declared here in the last 8 weeks | 6 weeks since last vaccination campaign | 0 cattle arrived from areas with recent outbreaks,seasonal timing | 0 confirmed outbreaks in nearby sub-counties (last 4 weeks),0.0,0.0,50.0,40.12738853503185,0.0,0.7763120166056194,26.13059383501385,0.0,0
A08,147,2025-10-27,2.0,Low,Adequate,seasonal timing | no outbreak declared here in the last 8 weeks | 0 cattle arrived from areas with recent outbreaks | 12 cattle recorded arriving this week,0 farmer symptom reports in the last 2 weeks | seasonal timing,0.0,0.0,12.0,-61.5819209039548,0.0,0.7646673363565352,58.50520292656444,0.0,0
A08,148,2025-11-03,2.0,Low,Adequate,no outbreak declared here in the last 8 weeks | seasonal timing | 0 cattle arrived from areas with recent outbreaks,0 farmer symptom reports in the last 2 weeks | seasonal timing,0.0,0.0,29.0,-13.375796178343949,0.0,0.7531973263111871,30.156822646984185,0.0,0
A08,149,2025-11-10,2.0,Low,Adequate,seasonal timing | no outbreak declared here in the last 8 weeks | cattle arrivals -57% compared with recent weeks | 0 cattle arrived from areas with recent outbreaks,0 farmer symptom reports in the last 2 weeks | drier than normal conditions,0.0,0.0,12.0,-57.36677115987461,0.0,0.7418993664165192,16.69560180288881,0.0,0
A08,150,2025-11-17,2.0,Low,Adequate,seasonal timing | no outbreak declared here in the last 8 weeks | cattle arrivals -16% compared with recent weeks | 0 cattle arrived from areas with recent outbreaks,0 farmer symptom reports in the last 2 weeks | vaccination coverage about 73%,0.0,0.0,27.0,-16.33986928104575,0.0,0.7307708759202715,54.65329333500245,0.0,0
A08,151,2025-11-24,3.0,Low,Adequate,seasonal timing | no outbreak declared here in the last 8 weeks | 29 cattle arrived from other sub-counties | 11 weeks since last vaccination campaign,0 farmer symptom reports in the last 2 weeks | drier than normal conditions,0.0,0.0,51.0,44.516129032258064,0.0,0.7198093127814674,30.03903816935093,0.0,0
A08,152,2025-12-01,3.0,Low,Adequate,seasonal timing | no outbreak declared here in the last 8 weeks | 36 cattle recorded arriving this week | 12 weeks since last vaccination campaign,0 farmer symptom reports in the last 2 weeks | drier than normal conditions,0.0,0.0,36.0,4.1269841269841265,0.0,0.7090121730897454,18.221284298758675,0.0,0
