week,from_holding,to_holding,from_area,to_area,n_animals,permit_recorded,date
40,H00673,H00107,15,2,2,0,2023-10-09
40,H00674,H00694,15,15,3,1,2023-10-09
40,H00680,H00419,15,10,2,0,2023-10-09
40,H00686,H00610,15,13,16,1,2023-10-09
40,H00689,H00297,15,6,11,1,2023-10-09
40,H00712,H00724,16,16,9,1,2023-10-09
40,H00716,H00714,16,16,6,0,2023-10-09
40,H00718,H00703,16,16,21,1,2023-10-09
40,H00721,H00714,16,16,16,1,2023-10-09
40,H00722,H00731,16,16,10,1,2023-10-09
40,H00727,H00717,16,16,22,0,2023-10-09
40,H00735,H00676,16,15,9,1,2023-10-09
40,H00755,H00444,17,10,3,1,2023-10-09
40,H00758,H00744,17,17,9,0,2023-10-09
40,H00766,H00698,17,15,24,1,2023-10-09
40,H00770,H00773,17,17,10,1,2023-10-09
40,H00772,H00762,17,17,6,1,2023-10-09
40,H00802,H00824,18,19,3,0,2023-10-09
40,H00822,H00871,19,20,3,0,2023-10-09
40,H00823,H00824,19,19,16,0,2023-10-09
40,H00835,H00832,19,19,4,1,2023-10-09
40,H00847,H00538,20,12,8,0,2023-10-09
40,H00856,H00675,20,15,5,1,2023-10-09
40,H00863,H00992,20,25,2,0,2023-10-09
40,H00873,H00847,20,20,2,1,2023-10-09
40,H00874,H00894,21,21,14,0,2023-10-09
40,H00875,H00895,21,21,7,0,2023-10-09
40,H00902,H00893,21,21,15,1,2023-10-09
40,H00909,H00916,22,22,13,1,2023-10-09
40,H00960,H00936,23,23,24,0,2023-10-09
40,H00965,H00824,24,19,6,1,2023-10-09
40,H00968,H00973,24,24,8,1,2023-10-09
40,H00974,H00969,24,24,12,1,2023-10-09
40,H00982,H00971,24,24,17,1,2023-10-09
40,H00995,H00694,25,15,7,0,2023-10-09
40,H01012,H01011,25,25,7,1,2023-10-09
41,H00006,H00024,0,0,24,1,2023-10-16
41,H00029,H00021,0,0,23,1,2023-10-16
41,H00036,H00038,0,0,10,1,2023-10-16
41,H00045,H00018,1,0,2,1,2023-10-16
41,H00070,H00072,1,1,15,0,2023-10-16
41,H00081,H00094,1,1,9,1,2023-10-16
41,H00114,H00112,2,2,9,0,2023-10-16
41,H00124,H00280,2,6,20,1,2023-10-16
41,H00134,H00140,2,2,23,0,2023-10-16
41,H00146,H00175,3,3,20,1,2023-10-16
41,H00153,H00152,3,3,18,1,2023-10-16
41,H00162,H00034,3,0,20,1,2023-10-16
41,H00166,H00134,3,2,19,1,2023-10-16
41,H00176,H00151,3,3,3,1,2023-10-16
41,H00187,H00219,4,4,9,1,2023-10-16
41,H00188,H00174,4,3,14,1,2023-10-16
41,H00205,H00211,4,4,6,1,2023-10-16
41,H00206,H00225,4,4,15,1,2023-10-16
41,H00208,H00515,4,12,6,1,2023-10-16
41,H00215,H00237,4,5,13,0,2023-10-16
41,H00216,H00188,4,4,6,1,2023-10-16
41,H00221,H00099,4,2,5,1,2023-10-16
41,H00222,H00211,4,4,11,1,2023-10-16
41,H00223,H00229,4,4,20,1,2023-10-16
41,H00233,H00252,5,5,21,0,2023-10-16
41,H00248,H00414,5,10,7,1,2023-10-16
41,H00278,H00444,6,10,13,1,2023-10-16
41,H00320,H00036,7,0,3,0,2023-10-16
41,H00339,H00326,7,7,20,1,2023-10-16
41,H00363,H00092,8,1,18,1,2023-10-16
41,H00371,H00587,8,13,20,1,2023-10-16
41,H00376,H00351,8,8,3,0,2023-10-16
41,H00379,H00404,9,9,20,1,2023-10-16
41,H00381,H00406,9,9,20,0,2023-10-16
41,H00388,H00123,9,2,18,0,2023-10-16
41,H00392,H00206,9,4,2,1,2023-10-16
41,H00393,H00381,9,9,11,1,2023-10-16
41,H00397,H00386,9,9,14,1,2023-10-16
41,H00404,H00392,9,9,20,0,2023-10-16
41,H00412,H00439,10,10,8,1,2023-10-16
41,H00419,H00240,10,5,14,1,2023-10-16
41,H00424,H00374,10,8,17,1,2023-10-16
41,H00464,H00026,11,0,5,1,2023-10-16
41,H00507,H00483,11,11,13,0,2023-10-16
41,H00512,H00496,11,11,7,1,2023-10-16
41,H00517,H00555,12,12,6,0,2023-10-16
41,H00526,H00537,12,12,13,0,2023-10-16
41,H00547,H00560,12,12,22,1,2023-10-16
41,H00551,H00576,12,12,21,0,2023-10-16
41,H00585,H00700,13,15,7,0,2023-10-16
41,H00594,H00593,13,13,5,1,2023-10-16
41,H00607,H00586,13,13,21,0,2023-10-16
41,H00609,H00142,13,2,9,1,2023-10-16
41,H00624,H00109,13,2,18,0,2023-10-16
41,H00642,H00113,14,2,3,1,2023-10-16
41,H00651,H00639,14,14,18,1,2023-10-16
41,H00653,H00647,14,14,11,1,2023-10-16
41,H00671,H00665,15,15,12,0,2023-10-16
41,H00675,H00667,15,15,3,0,2023-10-16
41,H00677,H00668,15,15,17,0,2023-10-16
41,H00679,H00689,15,15,17,0,2023-10-16
41,H00685,H00733,15,16,3,0,2023-10-16
41,H00686,H00691,15,15,7,1,2023-10-16
41,H00694,H00791,15,18,23,1,2023-10-16
41,H00696,H00791,15,18,15,1,2023-10-16
41,H00699,H00684,15,15,8,0,2023-10-16
41,H00711,H00038,16,0,18,0,2023-10-16
41,H00716,H00669,16,15,6,1,2023-10-16
41,H00785,H00578,18,13,21,1,2023-10-16
41,H00791,H00838,18,19,19,1,2023-10-16
41,H00809,H00775,18,18,2,1,2023-10-16
41,H00824,H00820,19,19,16,1,2023-10-16
41,H00825,H00812,19,19,4,1,2023-10-16
41,H00839,H00691,19,15,10,0,2023-10-16
41,H00847,H00859,20,20,23,0,2023-10-16
41,H00855,H00851,20,20,12,1,2023-10-16
41,H00864,H00864,20,20,6,1,2023-10-16
41,H00889,H00907,21,22,23,1,2023-10-16
41,H00890,H00849,21,20,3,0,2023-10-16
41,H00901,H00902,21,21,7,1,2023-10-16
41,H00905,H00082,22,1,15,1,2023-10-16
41,H00913,H00923,22,22,17,0,2023-10-16
41,H00918,H00907,22,22,18,1,2023-10-16
41,H00931,H00948,23,23,22,0,2023-10-16
41,H00934,H00958,23,23,22,1,2023-10-16
41,H00975,H00977,24,24,18,1,2023-10-16
41,H00979,H00783,24,18,4,0,2023-10-16
41,H00982,H00971,24,24,12,1,2023-10-16
41,H01004,H00992,25,25,2,1,2023-10-16
41,H01012,H00855,25,20,4,1,2023-10-16
41,H01015,H00858,25,20,3,1,2023-10-16
42,H00000,H00027,0,0,20,1,2023-10-23
42,H00005,H00640,0,14,4,0,2023-10-23
42,H00008,H00008,0,0,9,1,2023-10-23
42,H00013,H00681,0,15,3,0,2023-10-23
42,H00034,H00034,0,0,21,0,2023-10-23
42,H00050,H00058,1,1,17,1,2023-10-23
42,H00051,H00080,1,1,2,0,2023-10-23
42,H00081,H00043,1,1,11,1,2023-10-23
42,H00090,H00064,1,1,22,0,2023-10-23
42,H00156,H00120,3,2,10,1,2023-10-23
42,H00165,H00155,3,3,7,1,2023-10-23
42,H00188,H00044,4,1,4,1,2023-10-23
42,H00189,H00244,4,5,14,1,2023-10-23
42,H00215,H00186,4,3,6,0,2023-10-23
42,H00221,H00226,4,4,5,1,2023-10-23
42,H00241,H00324,5,7,17,1,2023-10-23
42,H00246,H00262,5,5,22,0,2023-10-23
42,H00265,H00277,6,6,14,1,2023-10-23
42,H00273,H00305,6,6,6,0,2023-10-23
42,H00286,H00307,6,6,11,1,2023-10-23
42,H00297,H00261,6,5,23,1,2023-10-23
42,H00304,H00300,6,6,2,0,2023-10-23
42,H00308,H00304,7,6,4,0,2023-10-23
42,H00319,H00257,7,5,17,1,2023-10-23
42,H00340,H00339,7,7,2,1,2023-10-23
42,H00347,H00784,8,18,13,1,2023-10-23
42,H00354,H00370,8,8,21,1,2023-10-23
42,H00359,H00345,8,8,24,0,2023-10-23
42,H00367,H00368,8,8,5,0,2023-10-23
42,H00377,H00232,8,5,5,1,2023-10-23
42,H00379,H00404,9,9,15,1,2023-10-23
42,H00380,H00004,9,0,23,0,2023-10-23
42,H00382,H00385,9,9,2,1,2023-10-23
42,H00384,H00056,9,1,9,1,2023-10-23
42,H00385,H00398,9,9,19,1,2023-10-23
42,H00388,H00713,9,16,8,1,2023-10-23
42,H00416,H00612,10,13,10,1,2023-10-23
42,H00417,H00452,10,10,10,1,2023-10-23
42,H00420,H00108,10,2,24,0,2023-10-23
42,H00426,H00125,10,2,18,0,2023-10-23
42,H00427,H00454,10,10,6,1,2023-10-23
42,H00429,H00459,10,10,3,0,2023-10-23
42,H00441,H00414,10,10,23,0,2023-10-23
42,H00447,H00685,10,15,24,1,2023-10-23
42,H00459,H00432,10,10,19,1,2023-10-23
42,H00481,H00476,11,11,17,1,2023-10-23
42,H00491,H00490,11,11,23,1,2023-10-23
42,H00492,H00494,11,11,5,1,2023-10-23
42,H00500,H00025,11,0,16,1,2023-10-23
42,H00511,H00506,11,11,19,0,2023-10-23
42,H00517,H00540,12,12,15,1,2023-10-23
42,H00520,H00584,12,13,21,1,2023-10-23
42,H00524,H00573,12,12,10,1,2023-10-23
42,H00526,H00293,12,6,24,1,2023-10-23
42,H00530,H00508,12,11,18,0,2023-10-23
42,H00543,H00272,12,6,14,0,2023-10-23
42,H00555,H00543,12,12,21,1,2023-10-23
42,H00568,H00130,12,2,9,0,2023-10-23
42,H00573,H00664,12,14,2,1,2023-10-23
42,H00580,H00580,13,13,5,1,2023-10-23
42,H00586,H00597,13,13,8,0,2023-10-23
42,H00597,H00644,13,14,8,0,2023-10-23
42,H00612,H00368,13,8,18,1,2023-10-23
42,H00613,H00628,13,14,12,0,2023-10-23
42,H00628,H00632,14,14,20,1,2023-10-23
42,H00630,H00414,14,10,4,1,2023-10-23
42,H00631,H00296,14,6,10,1,2023-10-23
42,H00641,H00642,14,14,14,1,2023-10-23
42,H00647,H00652,14,14,23,0,2023-10-23
42,H00652,H00658,14,14,12,1,2023-10-23
42,H00664,H00442,14,10,21,0,2023-10-23
42,H00665,H00645,15,14,20,0,2023-10-23
42,H00677,H00691,15,15,17,1,2023-10-23
42,H00687,H00681,15,15,14,1,2023-10-23
42,H00701,H00301,16,6,16,0,2023-10-23
42,H00732,H00736,16,16,3,0,2023-10-23
42,H00735,H00782,16,18,8,0,2023-10-23
42,H00737,H00723,16,16,19,0,2023-10-23
42,H00779,H00672,18,15,14,0,2023-10-23
42,H00780,H00802,18,18,14,1,2023-10-23
42,H00800,H00805,18,18,22,0,2023-10-23
42,H00805,H00313,18,7,14,1,2023-10-23
42,H00809,H00781,18,18,20,0,2023-10-23
42,H00825,H00818,19,19,11,0,2023-10-23
42,H00835,H00978,19,24,5,0,2023-10-23
42,H00839,H00812,19,19,13,0,2023-10-23
42,H00853,H01016,20,25,15,1,2023-10-23
42,H00856,H00866,20,20,5,0,2023-10-23
42,H00870,H00844,20,20,15,0,2023-10-23
42,H00872,H00872,20,20,2,1,2023-10-23
42,H00878,H00897,21,21,19,1,2023-10-23
42,H00886,H00903,21,21,19,1,2023-10-23
42,H00893,H00403,21,9,18,1,2023-10-23
42,H00895,H00901,21,21,22,1,2023-10-23
42,H00903,H00011,21,0,23,1,2023-10-23
42,H00933,H00451,23,10,19,1,2023-10-23
42,H00946,H00690,23,15,10,1,2023-10-23
42,H00965,H00478,24,11,15,1,2023-10-23
42,H00974,H00983,24,24,15,0,2023-10-23
42,H00987,H00965,24,24,4,0,2023-10-23
42,H01006,H00952,25,23,2,0,2023-10-23
42,H01020,H00864,25,20,8,1,2023-10-23
43,H00008,H00032,0,0,17,0,2023-10-30
43,H00039,H00042,1,1,3,1,2023-10-30
43,H00048,H00024,1,0,4,1,2023-10-30
43,H00051,H00067,1,1,16,0,2023-10-30
43,H00055,H00082,1,1,10,0,2023-10-30
43,H00080,H00173,1,3,19,0,2023-10-30
43,H00090,H00076,1,1,13,0,2023-10-30
43,H00091,H00112,1,2,13,1,2023-10-30
43,H00101,H00137,2,2,19,1,2023-10-30
43,H00105,H00307,2,6,7,1,2023-10-30
43,H00116,H00782,2,18,9,0,2023-10-30
43,H00122,H00100,2,2,8,1,2023-10-30
43,H00155,H00180,3,3,9,1,2023-10-30
43,H00191,H00236,4,5,8,0,2023-10-30
43,H00205,H00194,4,4,23,1,2023-10-30
43,H00206,H00216,4,4,13,1,2023-10-30
43,H00232,H00353,5,8,8,1,2023-10-30
43,H00259,H00244,5,5,5,0,2023-10-30
43,H00264,H00822,5,19,24,0,2023-10-30
43,H00271,H00278,6,6,24,1,2023-10-30
43,H00274,H00235,6,5,6,0,2023-10-30
43,H00310,H00645,7,14,23,1,2023-10-30
43,H00325,H00711,7,16,6,1,2023-10-30
43,H00327,H00332,7,7,18,0,2023-10-30
43,H00332,H00325,7,7,19,0,2023-10-30
43,H00349,H00242,8,5,6,1,2023-10-30
43,H00358,H00245,8,5,3,1,2023-10-30
43,H00362,H01004,8,25,16,0,2023-10-30
43,H00382,H00952,9,23,8,1,2023-10-30
43,H00385,H00235,9,5,15,1,2023-10-30
43,H00398,H00398,9,9,14,1,2023-10-30
43,H00402,H00019,9,0,15,1,2023-10-30
43,H00405,H00401,9,9,2,1,2023-10-30
43,H00415,H00672,10,15,12,0,2023-10-30
43,H00424,H00400,10,9,21,0,2023-10-30
43,H00446,H00412,10,10,8,0,2023-10-30
43,H00448,H00005,10,0,14,0,2023-10-30
43,H00449,H00474,10,11,9,1,2023-10-30
43,H00453,H00421,10,10,20,0,2023-10-30
43,H00457,H00422,10,10,23,0,2023-10-30
43,H00458,H00425,10,10,4,0,2023-10-30
43,H00461,H00442,10,10,14,1,2023-10-30
43,H00465,H00474,11,11,6,0,2023-10-30
43,H00470,H00630,11,14,3,1,2023-10-30
43,H00471,H00507,11,11,15,1,2023-10-30
43,H00475,H00488,11,11,8,1,2023-10-30
43,H00500,H00504,11,11,24,0,2023-10-30
43,H00503,H00859,11,20,8,0,2023-10-30
43,H00515,H00517,12,12,15,1,2023-10-30
43,H00525,H00631,12,14,22,1,2023-10-30
43,H00544,H00019,12,0,6,1,2023-10-30
43,H00570,H00635,12,14,4,1,2023-10-30
43,H00591,H00588,13,13,14,0,2023-10-30
43,H00626,H00592,13,13,3,0,2023-10-30
43,H00643,H00643,14,14,7,1,2023-10-30
43,H00645,H00208,14,4,9,1,2023-10-30
43,H00650,H00477,14,11,24,0,2023-10-30
43,H00670,H00559,15,12,18,0,2023-10-30
43,H00674,H00554,15,12,10,0,2023-10-30
43,H00684,H00699,15,15,18,1,2023-10-30
43,H00690,H00700,15,15,15,0,2023-10-30
43,H00694,H00685,15,15,6,0,2023-10-30
43,H00700,H00783,15,18,22,1,2023-10-30
43,H00731,H00707,16,16,24,1,2023-10-30
43,H00733,H00429,16,10,18,1,2023-10-30
43,H00735,H00737,16,16,12,1,2023-10-30
43,H00742,H00766,17,17,19,1,2023-10-30
43,H00746,H00695,17,15,5,1,2023-10-30
43,H00753,H00759,17,17,10,0,2023-10-30
43,H00757,H00743,17,17,5,1,2023-10-30
43,H00787,H00649,18,14,7,1,2023-10-30
43,H00796,H00797,18,18,15,0,2023-10-30
43,H00826,H00813,19,19,22,0,2023-10-30
43,H00844,H00863,20,20,17,1,2023-10-30
43,H00862,H00869,20,20,10,1,2023-10-30
43,H00867,H00655,20,14,2,1,2023-10-30
43,H00877,H00891,21,21,19,1,2023-10-30
43,H00960,H00949,23,23,11,1,2023-10-30
43,H00969,H00965,24,24,10,1,2023-10-30
43,H00998,H00801,25,18,17,1,2023-10-30
43,H01003,H00996,25,25,24,1,2023-10-30
43,H01008,H00864,25,20,10,1,2023-10-30
43,H01010,H00806,25,18,21,0,2023-10-30
44,H00025,H00016,0,0,10,1,2023-11-06
44,H00040,H00061,1,1,20,1,2023-11-06
44,H00041,H00095,1,1,9,1,2023-11-06
44,H00061,H00085,1,1,2,1,2023-11-06
44,H00062,H00126,1,2,4,0,2023-11-06
44,H00072,H00063,1,1,14,1,2023-11-06
44,H00082,H00067,1,1,4,1,2023-11-06
44,H00087,H00150,1,3,24,1,2023-11-06
44,H00099,H00106,2,2,19,0,2023-11-06
44,H00104,H00126,2,2,3,0,2023-11-06
44,H00106,H00120,2,2,9,1,2023-11-06
44,H00158,H00159,3,3,16,1,2023-11-06
44,H00175,H00261,3,5,13,0,2023-11-06
44,H00186,H01003,3,25,21,1,2023-11-06
44,H00199,H00218,4,4,15,1,2023-11-06
44,H00232,H00261,5,5,5,1,2023-11-06
44,H00234,H00238,5,5,20,0,2023-11-06
44,H00255,H00256,5,5,18,0,2023-11-06
44,H00256,H00253,5,5,8,1,2023-11-06
44,H00260,H00254,5,5,10,1,2023-11-06
44,H00265,H00240,6,5,4,1,2023-11-06
44,H00270,H00296,6,6,2,0,2023-11-06
44,H00283,H00268,6,6,13,1,2023-11-06
44,H00292,H00635,6,14,16,1,2023-11-06
44,H00313,H00913,7,22,23,1,2023-11-06
44,H00318,H00313,7,7,6,1,2023-11-06
44,H00319,H00329,7,7,6,0,2023-11-06
44,H00335,H00581,7,13,21,1,2023-11-06
44,H00377,H00042,8,1,20,1,2023-11-06
44,H00382,H00255,9,5,15,0,2023-11-06
44,H00390,H00365,9,8,7,1,2023-11-06
44,H00398,H00668,9,15,6,0,2023-11-06
44,H00416,H00435,10,10,3,1,2023-11-06
44,H00421,H00456,10,10,21,0,2023-11-06
44,H00474,H00490,11,11,22,0,2023-11-06
44,H00485,H00509,11,11,21,0,2023-11-06
44,H00506,H00492,11,11,17,1,2023-11-06
44,H00524,H00658,12,14,6,0,2023-11-06
44,H00530,H00105,12,2,5,0,2023-11-06
44,H00534,H00524,12,12,22,1,2023-11-06
44,H00540,H00517,12,12,15,1,2023-11-06
44,H00548,H00561,12,12,8,1,2023-11-06
44,H00576,H00538,12,12,18,1,2023-11-06
44,H00597,H00583,13,13,15,1,2023-11-06
44,H00628,H00426,14,10,21,0,2023-11-06
44,H00629,H00650,14,14,2,1,2023-11-06
44,H00657,H00560,14,12,9,1,2023-11-06
44,H00671,H00667,15,15,24,0,2023-11-06
44,H00706,H00718,16,16,18,0,2023-11-06
44,H00709,H00732,16,16,23,1,2023-11-06
44,H00721,H00805,16,18,24,1,2023-11-06
44,H00728,H00790,16,18,20,1,2023-11-06
44,H00736,H00019,16,0,6,0,2023-11-06
44,H00750,H00676,17,15,7,0,2023-11-06
44,H00774,H00774,18,18,13,1,2023-11-06
44,H00775,H00802,18,18,7,1,2023-11-06
44,H00776,H00797,18,18,17,0,2023-11-06
44,H00803,H00777,18,18,11,0,2023-11-06
44,H00812,H00828,19,19,21,1,2023-11-06
44,H00813,H00840,19,19,3,0,2023-11-06
44,H00842,H00869,20,20,8,1,2023-11-06
44,H00856,H00846,20,20,4,1,2023-11-06
44,H00876,H00882,21,21,15,1,2023-11-06
44,H00877,H00883,21,21,9,1,2023-11-06
44,H00910,H00904,22,22,13,1,2023-11-06
44,H00915,H00908,22,22,9,1,2023-11-06
44,H00916,H01019,22,25,18,0,2023-11-06
44,H00932,H00948,23,23,9,1,2023-11-06
44,H00933,H00958,23,23,11,0,2023-11-06
44,H00935,H00857,23,20,19,1,2023-11-06
44,H00962,H00861,23,20,22,1,2023-11-06
44,H00993,H00853,25,20,19,1,2023-11-06
44,H00996,H00999,25,25,9,0,2023-11-06
44,H00998,H01001,25,25,13,1,2023-11-06
45,H00000,H00036,0,0,23,1,2023-11-13
45,H00009,H00130,0,2,6,1,2023-11-13
45,H00016,H00001,0,0,9,1,2023-11-13
45,H00026,H00010,0,0,11,0,2023-11-13
45,H00033,H00117,0,2,8,1,2023-11-13
45,H00038,H00637,0,14,2,1,2023-11-13
45,H00090,H00062,1,1,23,1,2023-11-13
45,H00100,H00292,2,6,11,1,2023-11-13
45,H00144,H00177,3,3,13,1,2023-11-13
45,H00161,H00415,3,10,17,0,2023-11-13
45,H00163,H00179,3,3,23,1,2023-11-13
45,H00171,H00152,3,3,3,0,2023-11-13
45,H00183,H00159,3,3,13,1,2023-11-13
45,H00192,H00191,4,4,11,1,2023-11-13
45,H00195,H00243,4,5,16,1,2023-11-13
45,H00209,H00432,4,10,12,1,2023-11-13
45,H00215,H00223,4,4,24,1,2023-11-13
45,H00221,H00197,4,4,2,0,2023-11-13
45,H00224,H00196,4,4,3,0,2023-11-13
45,H00229,H00626,4,13,23,1,2023-11-13
45,H00232,H00370,5,8,22,0,2023-11-13
45,H00265,H00288,6,6,18,0,2023-11-13
45,H00274,H00285,6,6,2,1,2023-11-13
45,H00338,H00309,7,7,12,0,2023-11-13
45,H00341,H00134,7,2,21,1,2023-11-13
45,H00346,H00345,8,8,16,1,2023-11-13
45,H00359,H00361,8,8,8,1,2023-11-13
45,H00379,H00393,9,9,16,1,2023-11-13
45,H00382,H00141,9,2,18,1,2023-11-13
45,H00389,H00401,9,9,17,0,2023-11-13
45,H00398,H00861,9,20,16,1,2023-11-13
45,H00405,H00654,9,14,22,0,2023-11-13
45,H00408,H00377,9,8,15,1,2023-11-13
45,H00409,H00809,9,18,6,0,2023-11-13
45,H00412,H00637,10,14,16,1,2023-11-13
45,H00424,H00412,10,10,9,1,2023-11-13
45,H00442,H00413,10,10,18,0,2023-11-13
45,H00443,H00448,10,10,17,1,2023-11-13
45,H00454,H00444,10,10,18,1,2023-11-13
45,H00459,H00485,10,11,21,0,2023-11-13
45,H00464,H00501,11,11,10,1,2023-11-13
45,H00484,H00786,11,18,24,1,2023-11-13
45,H00494,H00483,11,11,6,1,2023-11-13
45,H00505,H00463,11,11,4,1,2023-11-13
45,H00515,H00546,12,12,12,1,2023-11-13
45,H00523,H00538,12,12,13,1,2023-11-13
45,H00538,H00546,12,12,3,1,2023-11-13
45,H00546,H00534,12,12,10,1,2023-11-13
45,H00559,H00567,12,12,5,0,2023-11-13
45,H00570,H00570,12,12,22,1,2023-11-13
45,H00574,H00558,12,12,12,1,2023-11-13
45,H00575,H00569,12,12,16,0,2023-11-13
45,H00608,H00646,13,14,15,1,2023-11-13
45,H00625,H00592,13,13,22,0,2023-11-13
45,H00628,H00636,14,14,18,1,2023-11-13
45,H00629,H00660,14,14,17,1,2023-11-13
45,H00658,H00662,14,14,11,0,2023-11-13
45,H00660,H00659,14,14,16,1,2023-11-13
45,H00661,H00010,14,0,6,1,2023-11-13
45,H00665,H00109,15,2,11,1,2023-11-13
45,H00673,H00691,15,15,15,1,2023-11-13
45,H00674,H00676,15,15,8,0,2023-11-13
45,H00683,H00671,15,15,15,1,2023-11-13
45,H00688,H00668,15,15,16,1,2023-11-13
45,H00696,H00684,15,15,4,1,2023-11-13
45,H00716,H00611,16,13,24,1,2023-11-13
45,H00723,H00705,16,16,4,1,2023-11-13
45,H00728,H00713,16,16,20,1,2023-11-13
45,H00730,H00714,16,16,8,0,2023-11-13
45,H00761,H00801,17,18,4,0,2023-11-13
45,H00774,H00283,18,6,14,1,2023-11-13
45,H00811,H00813,19,19,4,1,2023-11-13
45,H00813,H00816,19,19,19,1,2023-11-13
45,H00818,H00825,19,19,9,0,2023-11-13
45,H00834,H00811,19,19,16,0,2023-11-13
45,H00835,H00821,19,19,19,1,2023-11-13
45,H00854,H00911,20,22,7,0,2023-11-13
45,H00856,H00868,20,20,2,1,2023-11-13
45,H00859,H00685,20,15,4,1,2023-11-13
45,H00860,H00855,20,20,14,1,2023-11-13
45,H00874,H00901,21,21,14,0,2023-11-13
45,H00876,H00877,21,21,15,1,2023-11-13
45,H00885,H00877,21,21,20,1,2023-11-13
45,H00898,H00882,21,21,5,1,2023-11-13
45,H00904,H00911,22,22,16,0,2023-11-13
45,H00923,H00921,22,22,6,1,2023-11-13
45,H00969,H00295,24,6,23,1,2023-11-13
45,H00975,H00965,24,24,24,1,2023-11-13
45,H00992,H00843,25,20,5,0,2023-11-13
45,H01001,H00924,25,22,2,0,2023-11-13
45,H01010,H00848,25,20,21,1,2023-11-13
46,H00002,H00000,0,0,22,1,2023-11-20
46,H00017,H00005,0,0,22,0,2023-11-20
46,H00041,H00040,1,1,14,1,2023-11-20
46,H00077,H00072,1,1,24,0,2023-11-20
46,H00090,H00087,1,1,13,0,2023-11-20
46,H00099,H00139,2,2,23,1,2023-11-20
46,H00122,H00474,2,11,5,1,2023-11-20
46,H00128,H00117,2,2,3,1,2023-11-20
46,H00139,H00445,2,10,18,1,2023-11-20
46,H00148,H00143,3,3,21,1,2023-11-20
46,H00158,H00501,3,11,3,0,2023-11-20
46,H00170,H00176,3,3,20,1,2023-11-20
46,H00181,H00161,3,3,19,1,2023-11-20
46,H00184,H00143,3,3,7,1,2023-11-20
46,H00191,H00225,4,4,19,1,2023-11-20
46,H00209,H00138,4,2,14,1,2023-11-20
46,H00222,H00214,4,4,13,1,2023-11-20
46,H00247,H00290,5,6,7,0,2023-11-20
46,H00259,H00233,5,5,12,1,2023-11-20
46,H00261,H00739,5,16,21,0,2023-11-20
46,H00263,H00248,5,5,9,1,2023-11-20
46,H00269,H00302,6,6,3,1,2023-11-20
46,H00284,H00267,6,6,4,0,2023-11-20
46,H00304,H00252,6,5,23,1,2023-11-20
46,H00318,H00343,7,7,19,1,2023-11-20
46,H00331,H00417,7,10,7,1,2023-11-20
46,H00334,H00310,7,7,7,1,2023-11-20
46,H00354,H00653,8,14,5,0,2023-11-20
46,H00358,H00359,8,8,15,0,2023-11-20
46,H00367,H00354,8,8,10,0,2023-11-20
46,H00372,H00349,8,8,24,1,2023-11-20
46,H00376,H00375,8,8,13,1,2023-11-20
46,H00380,H00411,9,9,4,0,2023-11-20
46,H00386,H00441,9,10,15,0,2023-11-20
46,H00391,H00397,9,9,22,0,2023-11-20
46,H00392,H00386,9,9,21,0,2023-11-20
46,H00393,H00403,9,9,4,0,2023-11-20
46,H00394,H00990,9,25,3,0,2023-11-20
46,H00396,H00400,9,9,10,1,2023-11-20
46,H00412,H00304,10,6,9,1,2023-11-20
46,H00414,H00448,10,10,11,0,2023-11-20
46,H00418,H00113,10,2,3,1,2023-11-20
46,H00428,H00454,10,10,7,0,2023-11-20
46,H00431,H00033,10,0,15,0,2023-11-20
46,H00446,H00792,10,18,6,0,2023-11-20
46,H00459,H00425,10,10,14,1,2023-11-20
46,H00519,H00569,12,12,5,1,2023-11-20
46,H00531,H00654,12,14,6,1,2023-11-20
46,H00546,H00638,12,14,15,0,2023-11-20
46,H00576,H00553,12,12,8,0,2023-11-20
46,H00596,H00531,13,12,12,1,2023-11-20
46,H00601,H00662,13,14,16,0,2023-11-20
46,H00621,H00607,13,13,6,1,2023-11-20
46,H00624,H00641,13,14,24,1,2023-11-20
46,H00628,H00014,14,0,3,1,2023-11-20
46,H00631,H00583,14,13,14,0,2023-11-20
46,H00641,H00171,14,3,15,0,2023-11-20
46,H00651,H00021,14,0,4,0,2023-11-20
46,H00657,H00371,14,8,14,1,2023-11-20
46,H00686,H00693,15,15,5,0,2023-11-20
46,H00688,H00384,15,9,16,1,2023-11-20
46,H00700,H00707,15,16,18,1,2023-11-20
46,H00711,H00711,16,16,11,1,2023-11-20
46,H00719,H00295,16,6,19,1,2023-11-20
46,H00750,H00681,17,15,18,0,2023-11-20
46,H00751,H00460,17,10,10,1,2023-11-20
46,H00754,H00759,17,17,13,0,2023-11-20
46,H00755,H00798,17,18,15,0,2023-11-20
46,H00761,H00747,17,17,3,1,2023-11-20
46,H00766,H00745,17,17,19,1,2023-11-20
46,H00829,H00835,19,19,8,1,2023-11-20
46,H00834,H00977,19,24,23,1,2023-11-20
46,H00842,H00850,20,20,8,1,2023-11-20
46,H00863,H00853,20,20,18,1,2023-11-20
46,H00866,H00843,20,20,17,1,2023-11-20
46,H00876,H00884,21,21,21,1,2023-11-20
46,H00878,H00880,21,21,13,1,2023-11-20
46,H00880,H00874,21,21,17,1,2023-11-20
46,H00889,H00969,21,24,6,1,2023-11-20
46,H00892,H00879,21,21,16,1,2023-11-20
46,H00899,H00033,21,0,17,0,2023-11-20
